country_code,parameter,value,unit,status,source_id,locator,currency,basis_year,note,low,high
PL,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
PL,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
PT,terrain_ascent_m_per_km,2.5,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: coastal Lisboa-Porto flat; the Beira Alta interior is far steeper. Right in ranking and band, roughly +/-1 m/km; not a measurement. National figure hides a within-country spread wider than the between-country spread.",1.5,3.5
PT,ruling_gradient_permille,25.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.0,30.0
PT,network_utilisation,13.36,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
PT,punctuality_ld,0.534,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
PT,timetable_buffer_pct,8.91,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(13.36/18.67) + 6.0 x (1 - 0.534). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
PT,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
PT,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
RO,terrain_ascent_m_per_km,3.8,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: plains, but the Carpathian crossing at Predeal is severe. Right in ranking and band, roughly +/-1 m/km; not a measurement.",2.8,4.8
RO,ruling_gradient_permille,20.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",16.0,24.0
RO,network_utilisation,5.23,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
RO,punctuality_ld,0.197,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
RO,timetable_buffer_pct,10.14,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(5.23/18.67) + 6.0 x (1 - 0.197). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
RO,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
RO,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
SE,terrain_ascent_m_per_km,2.6,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: flat in the south, rolling through Bergslagen and Norrland. Right in ranking and band, roughly +/-1 m/km; not a measurement.",1.6,3.6
SE,ruling_gradient_permille,17.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",13.600000000000001,20.4
SE,network_utilisation,15.53,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
SE,punctuality_ld,0.712,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
SE,timetable_buffer_pct,8.01,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(15.53/18.67) + 6.0 x (1 - 0.712). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
SE,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
SE,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
SI,terrain_ascent_m_per_km,7.0,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Alps and Karst in a small network — little easy ground. Right in ranking and band, roughly +/-1 m/km; not a measurement.",6.0,8.0
SI,ruling_gradient_permille,26.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",20.8,31.2
SI,network_utilisation,18.81,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
SI,punctuality_ld,0.386,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
SI,timetable_buffer_pct,10.19,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(18.81/18.67) + 6.0 x (1 - 0.386). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
SI,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
SI,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
SK,terrain_ascent_m_per_km,5.2,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: Carpathian arc runs the length of the country. Right in ranking and band, roughly +/-1 m/km; not a measurement.",4.2,6.2
SK,ruling_gradient_permille,20.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",16.0,24.0
SK,network_utilisation,14.2,k train-km per line-km,benchmark,RMMS-9,Fig.5 x Fig.69,EUR,2022,total train-km per line-km,,
SK,punctuality_ld,0.746,share,benchmark,RMMS-9,Fig.116,EUR,2022,long-distance and high-speed passenger services on time,,
SK,timetable_buffer_pct,7.7,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(14.20/18.67) + 6.0 x (1 - 0.746). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
SK,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
SK,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
UK,terrain_ascent_m_per_km,3.0,m/km,assumed,,,EUR,2026,"Judgement from main-corridor topography: rolling; the WCML crosses Shap and Beattock. Right in ranking and band, roughly +/-1 m/km; not a measurement.",2.0,4.0
UK,ruling_gradient_permille,13.0,per mille,assumed,,,EUR,2026,"Typical ruling gradient on the country's main corridors, from published line profiles.",10.4,15.6
UK,network_utilisation,38.0,k train-km per line-km,assumed,,,EUR,2022,not in RMMS; estimated from national network length and traffic volume,30.400000000000002,45.6
UK,punctuality_ld,0.7,share,assumed,,,EUR,2022,not reported to RMMS for long-distance services; national performance assumed,0.6,0.75
UK,timetable_buffer_pct,9.37,%,derived,RMMS-9,Fig.69 + Fig.116,EUR,2022,4.0 + 2.5 x sqrt(38.00/18.67) + 6.0 x (1 - 0.700). The delay coefficient is the least anchored parameter; the Back-on-Track trip database is the intended verification.,,
UK,min_dwell_min,2.0,min/stop,assumed,,,EUR,2026,"Minimum boarding and alighting time at every commercial stop, uniform across countries. A floor, not a value: a longer operational requirement replaces it. Additive, never multiplied by the buffer, since dwell is not running time.",2.0,5.0
UK,hsr_allowed,0.0,flag,assumed,,,EUR,2032,2032 base scenario bars night trains from HSR infrastructure; scenario 3 flips this for every country in lockstep.,0.0,1.0
